Input Signal, Output Signal, Freq Scale, Mag Spec Input, Phase Spec Input, Impulse Resp, Freq Resp Mag, Freq Resp Phase, Mag Spec Out, Mag Phase Out
0.059692,0.002090,5531.784108,-2.745064,-1.442649,0.000000,0.251505,-1.234648,-2.874186,-0.533356,
0.199554,0.000000,5542.803598,-2.971503,1.339265,0.000000,0.251222,-1.248556,5.648732,0.481689,
0.304077,0.000000,5553.823088,-0.664383,1.376485,-0.000000,0.250863,-1.262536,-0.560780,-1.201763,
0.369354,-0.000015,5564.842579,-2.245731,1.242268,-0.000000,0.250436,-1.276588,-21.023964,-0.684442,
0.396606,-0.000008,5575.862069,-2.065429,0.856994,-0.000000,0.249919,-1.290714,-19.790997,0.203910,
0.387787,-0.000000,5586.881559,-9.800899,0.626790,0.000000,0.249317,-1.304916,-19.770247,0.785820,
0.348877,0.000000,5597.901049,-13.884310,0.515792,0.000000,0.248615,-1.319194,-15.610733,0.230385,
0.287445,-0.000000,5608.920540,-17.922281,-0.632629,0.000000,0.247817,-1.333552,-11.391327,-0.507887,
0.205444,0.000611,5619.940030,-8.869894,-0.598278,-0.000000,0.246902,-1.347989,-11.119847,1.290740,
0.108093,-0.095544,5630.959520,-5.151587,-0.604295,-0.000000,0.245863,-1.362508,-15.463311,-0.685814,
0.009857,-0.000000,5641.979010,-4.361654,-0.331920,-0.000000,0.244700,-1.377109,-19.082541,1.171013,
-0.073303,0.000001,5652.998501,-1.105090,-0.716231,-0.000000,0.243402,-1.391795,-16.753101,-0.305393,
-0.130615,0.000146,5664.017991,-0.951095,-1.065421,0.000000,0.241938,-1.406567,-14.433990,-0.738571,
-0.152527,-0.009800,5675.037481,-1.924090,-1.275349,0.000000,0.240324,-1.421427,-18.000395,1.449998,
-0.137451,-0.000000,5686.056972,-2.225483,-1.380941,0.000000,0.238538,-1.436376,-19.154869,1.140668,
-0.095673,0.000001,5697.076462,-4.600578,-1.170440,-0.000000,0.236563,-1.451416,-19.508253,-0.307361,
-0.040161,-0.000024,5708.095952,-2.069201,-1.143723,-0.000000,0.234400,-1.466547,-26.711224,-0.032787,
0.017120,-0.000600,5719.115442,-2.167432,-1.348978,-0.000000,0.232022,-1.481774,-18.947336,-0.726730,
0.057312,-0.000000,5730.134933,-1.698365,-1.525820,-0.000000,0.229418,-1.497095,-31.451601,0.000000,
0.059448,0.000000,5741.154423,-3.755712,-1.523681,0.000000,0.226573,-1.512514,-8.379992,-0.798060,
0.020996,0.000005,5752.173913,-5.499431,-1.402423,0.000000,0.223482,-1.528032,-6.917781,1.213551,
-0.032227,0.000230,5763.193403,-5.808186,-1.182149,0.000000,0.220112,-1.543650,-9.001381,0.402548,
-0.075958,0.004658,5774.212894,-4.465038,-1.216179,-0.000000,0.216459,-1.559371,-10.153809,-0.220948,
-0.109741,-0.000000,5785.232384,-3.788047,-1.218482,-0.000000,0.212498,1.566399,-14.592710,-0.676021,
-0.141418,-0.000003,5796.251874,-2.926035,-1.129768,-0.000000,0.208207,1.550470,-11.783980,-1.020825,
-0.174683,0.000358,5807.271364,-1.667204,-1.309723,-0.000000,0.203574,1.534434,-2.842173,-0.669741,
-0.218048,-0.010107,5818.290855,-2.692762,-1.552496,0.000000,0.198574,1.518291,1.954715,0.776070,
-0.270996,0.000000,5829.310345,-4.866055,-1.536296,0.000000,0.193183,1.502038,4.165601,1.564087,
-0.313446,-0.000001,5840.329835,-4.381593,-1.367618,0.000000,0.187386,1.485673,-3.990319,0.843338,
-0.328400,0.000017,5851.349325,-4.451427,-1.168264,-0.000000,0.181157,1.469197,-7.534191,0.560018,
-0.321594,-0.000778,5862.368816,-2.804201,-1.140629,-0.000000,0.174463,1.452606,-12.998608,0.337426,
-0.305878,-0.000000,5873.388306,-2.092731,-1.281837,-0.000000,0.167304,1.435900,-12.336805,-0.123062,
-0.293579,-0.000001,5884.407796,-1.687566,-1.416021,0.000000,0.159618,1.419078,-17.254034,0.438140,
-0.299438,0.000034,5895.427286,-1.899819,-1.460513,0.000000,0.151402,1.402139,-15.383228,0.434079,
-0.335236,-0.000124,5906.446777,-1.693604,-1.497105,0.000000,0.142619,1.385081,-14.740616,0.287664,
-0.391785,0.000000,5917.466267,-1.976397,-1.541163,0.000000,0.133243,1.367903,-15.729015,0.795409,
-0.441681,-0.000000,5928.485757,-0.980599,1.282805,-0.000000,0.123246,1.350605,-11.043574,1.060227,
-0.455780,0.000001,5939.505247,-2.390514,1.234819,-0.000000,0.112593,1.333186,-7.121769,0.549953,
-0.414948,-0.000120,5950.524738,-3.649615,0.974128,-0.000000,0.101252,1.315644,2.281425,1.124048,
-0.311218,0.038899,5961.544228,-5.794829,1.203918,0.000000,0.089193,1.297980,-0.000855,-1.435665,
-0.155975,-0.000000,5972.563718,-8.600250,0.964049,0.000000,0.076385,1.280192,-8.642875,-0.324093,
0.019958,-0.000001,5983.583208,-12.591317,1.218543,0.000000,0.062782,1.262280,-5.847600,-0.888239,
0.187317,-0.000081,5994.602699,-19.412466,-1.325915,0.000000,0.048359,1.244244,-6.718206,-1.175604,
0.331238,0.006782,6005.622189,-10.864196,-1.035738,-0.000000,0.033072,1.226084,-6.016429,-1.499533,
0.442627,0.000000,6016.641679,-9.341270,-0.967901,-0.000000,0.016893,1.207800,-8.054285,1.360003,
0.517639,-0.000001,6027.661169,-6.529346,-0.736859,-0.000000,-0.000226,1.189392,-9.919010,1.072967,
0.557343,0.000038,6038.680660,-4.803152,-0.989784,0.000000,-0.018314,1.170861,-11.760792,0.971225,
0.566010,0.000475,6049.700150,-3.860219,-1.249640,0.000000,-0.037419,1.152206,-13.433168,0.769540,
0.541748,0.000000,6060.719640,-4.291113,-1.451020,0.000000,-0.057578,1.133429,-18.867765,0.195795,
0.483398,-0.000000,6071.739130,-6.233141,-1.405268,0.000000,-0.078832,1.114530,-23.920233,-0.304363,
0.401215,-0.000009,6082.758621,-6.721667,-1.482600,-0.000000,-0.101219,1.095511,-25.185904,-0.228757,
0.314850,0.000079,6093.778111,-7.863732,-1.522154,-0.000000,-0.124785,1.076373,-20.428352,-0.715167,
0.237091,0.055276,6104.797601,-8.692164,-1.282672,-0.000000,-0.149572,1.057116,-15.849977,-1.395286,
0.173492,0.000000,6115.817091,-8.726099,-1.047827,0.000000,-0.175620,1.037743,-18.376295,1.439629,
0.136902,-0.000001,6126.836582,-6.379189,-1.028054,0.000000,-0.202963,1.018257,-18.880651,0.844039,
0.138458,-0.000144,6137.856072,-4.701624,-1.093117,0.000000,-0.231666,0.998658,-19.674438,0.747961,
0.173401,0.002870,6148.875562,-4.941832,-1.114615,-0.000000,-0.261746,0.978949,-29.038462,-0.043252,
0.221802,0.000000,6159.895052,-3.170418,-1.266745,-0.000000,-0.293261,0.959133,-28.014637,1.110181,
0.261658,0.000001,6170.914543,-5.064877,-1.229579,-0.000000,-0.326245,0.939213,-20.987019,0.680001,
0.276978,-0.000063,6181.934033,-4.736494,-1.427377,-0.000000,-0.360750,0.919193,-18.016283,0.573389,
0.262329,0.003691,6192.953523,-6.414783,-1.331603,0.000000,-0.396805,0.899074,-9.570450,0.133972,
0.229919,0.000000,6203.973013,-5.754529,-1.165344,0.000000,-0.434461,0.878861,-9.969687,-0.431382,
0.198181,0.000000,6214.992504,-7.200310,-1.062123,0.000000,-0.473746,0.858558,-7.963879,-0.712237,
0.174011,-0.000014,6226.011994,3.352224,-1.532599,-0.000000,-0.514704,0.838169,-10.546161,1.415770,
0.149628,0.000012,6237.031484,-4.000096,1.331631,-0.000000,-0.557379,0.817697,0.021091,0.075045,
0.115570,0.006372,6248.050975,-5.288677,1.398285,-0.000000,-0.601796,0.797148,1.978386,0.554912,
0.062683,0.000000,6259.070465,-6.476249,-1.333623,-0.000000,-0.648000,0.776527,-6.110225,0.925375,
-0.013733,-0.000004,6270.089955,-4.371737,-1.425656,0.000000,-0.696016,0.755838,-8.725552,0.571032,
-0.101532,0.000004,6281.109445,-4.889856,-1.445112,0.000000,-0.745883,0.735087,-12.272436,0.540141,
-0.175690,-0.016935,6292.128936,-4.016223,1.464549,0.000000,-0.797625,0.714279,-11.849735,0.838286,
-0.221497,0.000000,6303.148426,-5.824726,1.220768,-0.000000,-0.851279,0.693420,-14.470338,0.758225,
-0.239594,-0.000000,6314.167916,-3.917572,1.148063,-0.000000,-0.906860,0.672515,-13.754261,0.790968,
-0.240051,0.000037,6325.187406,-9.298202,1.544182,-0.000000,-0.964400,0.651571,-11.755017,1.400991,
-0.240417,-0.003790,6336.206897,-4.652974,0.384327,-0.000000,-1.023919,0.630594,-11.273151,1.079074,
-0.260529,0.000000,6347.226387,-8.623925,1.016309,0.000000,-1.085437,0.609590,-5.652785,0.922406,
-0.305695,0.000000,6358.245877,-3.710369,0.654402,0.000000,-1.148974,0.588566,-2.710882,0.715694,
-0.365204,-0.000019,6369.265367,-4.194562,0.915617,0.000000,-1.214541,0.567528,5.410084,0.038531,
-0.418304,-0.000992,6380.284858,-0.898852,-0.792327,-0.000000,-1.282151,0.546484,0.345222,0.978105,
-0.441681,-0.000000,6391.304348,-4.305912,-1.451890,-0.000000,-1.351816,0.525439,-4.151826,-1.155384,
-0.415558,0.000000,6402.323838,-6.632658,-1.497058,-0.000000,-1.423540,0.504401,-14.254642,1.549987,
-0.327454,0.000001,6413.343328,-8.100121,-1.333931,-0.000000,-1.497322,0.483377,-13.964969,0.708057,
-0.186462,-0.000197,6424.362819,-7.620622,1.487249,0.000000,-1.573179,0.462373,-12.012547,0.652065,
-0.017883,-0.006723,6435.382309,-10.181273,-1.201939,0.000000,-1.651093,0.441397,-9.982434,0.400697,
0.150177,-0.000000,6446.401799,0.736441,-0.639778,0.000000,-1.731076,0.420455,-6.219095,-0.106553,
0.300140,0.000002,6457.421289,0.775811,-1.553537,-0.000000,-1.813105,0.399555,-6.656282,-0.959023,
0.421143,0.000037,6468.440780,-0.816765,0.904791,-0.000000,-1.897182,0.378703,-18.173756,-0.816777,
0.506683,-0.002461,6479.460270,-0.796919,0.757294,-0.000000,-1.983294,0.357907,-13.491953,-0.847180,
0.550690,-0.000000,6490.479760,-1.464494,-0.092891,0.000000,-2.071421,0.337172,-15.367977,-1.162722,
0.550568,-0.000000,6501.499250,-5.267084,-0.412238,0.000000,-2.161550,0.316505,-23.148354,-1.386442,
0.512573,0.000033,6512.518741,-9.010413,1.267198,0.000000,-2.253660,0.295914,-22.090746,-0.266175,
0.451660,-0.002992,6523.538231,-9.001590,0.773619,0.000000,-2.347721,0.275405,-21.787136,-1.066570,
0.378479,-0.000000,6534.557721,13.006344,-0.639174,-0.000000,-2.443722,0.254982,-19.547600,-1.109797,
0.297455,-0.000000,6545.577211,14.796521,0.868731,-0.000000,-2.541626,0.234653,-21.389303,-0.418855,
0.217010,0.000013,6556.596702,9.592533,-0.077735,-0.000000,-2.641414,0.214424,-37.316624,0.000000,
0.154907,-0.000273,6567.616192,7.675912,-0.514075,0.000000,-2.743036,0.194300,-19.886295,0.030431,
0.131165,0.033956,6578.635682,4.247732,-0.846683,0.000000,-2.846474,0.174286,-19.548115,0.520495,
0.149109,-0.000000,6589.655172,3.461036,-0.820608,0.000000,-2.951700,0.154389,-14.897958,0.026484,
0.191437,0.000004,6600.674663,2.179323,-1.068206,0.000000,-3.058664,0.134612,-12.419644,0.036678,
0.232391,0.000023,6611.694153,0.049190,-1.185749,-0.000000,-3.167324,0.114961,-11.754374,-0.383325,
0.250610,0.005279,6622.713643,-0.959103,-1.016261,-0.000000,-3.277657,0.095440,-10.737443,-0.510312,
0.237885,-0.000000,6633.733133,0.013548,-1.060074,-0.000000,-3.389610,0.076054,-9.325011,-0.891650,
0.203400,0.000001,6644.752624,0.482124,-1.148466,0.000000,-3.503144,0.056808,-7.645291,1.435743,
0.166473,-0.000002,6655.772114,0.254543,-1.343629,0.000000,-3.618220,0.037703,-18.136858,1.150472,
0.136536,0.001615,6666.791604,-2.820595,-1.532695,0.000000,-3.734801,0.018744,-8.853156,-0.658275,
0.111816,-0.000000,6677.811094,-5.281611,-1.268268,0.000000,-3.852821,-0.000065,-10.956018,-1.257383,
0.087189,-0.000000,6688.830585,-1.155293,-0.610078,-0.000000,-3.972254,-0.018721,-12.436472,1.567781,
0.057617,0.000021,6699.850075,0.172171,-0.857854,-0.000000,-4.093051,-0.037222,-11.353097,1.329251,
0.015228,0.000130,6710.869565,1.235599,-1.163343,-0.000000,-4.215171,-0.055566,-11.985875,0.798098,
-0.040100,-0.001311,6721.889055,0.996491,-1.435032,0.000000,-4.338555,-0.073749,-9.968655,0.158115,
-0.093475,-0.000000,6732.908546,0.328814,-1.552787,0.000000,-4.463170,-0.091769,-13.241285,-1.285531,
-0.122986,-0.000003,6743.928036,-1.418523,1.513308,0.000000,-4.588959,-0.109625,-33.953876,0.000000,
-0.123627,0.000344,6754.947526,-2.098155,1.540348,-0.000000,-4.715890,-0.127314,-20.342787,0.602350,
-0.104218,-0.002380,6765.967016,-2.162356,1.394874,-0.000000,-4.843905,-0.144837,-24.327421,0.441764,
-0.078247,-0.000000,6776.986507,-3.522957,1.350113,-0.000000,-4.972970,-0.162191,-19.998684,-0.505722,
-0.063416,-0.000002,6788.005997,-5.106529,1.262252,-0.000000,-5.103035,-0.179375,-18.031536,-0.296577,
-0.082367,0.000041,6799.025487,-6.795926,1.407406,0.000000,-5.234055,-0.196388,-18.803360,-0.585048,
-0.142853,0.001590,6810.044978,-6.365134,-1.562636,0.000000,-5.365993,-0.213231,-16.932081,0.081468,
-0.237793,-0.000000,6821.064468,-7.621748,1.442703,0.000000,-5.498793,-0.229902,-13.346307,-0.493306,
-0.346069,-0.000000,6832.083958,-6.694703,-1.455229,-0.000000,-5.632438,-0.246402,-13.581347,-0.970160,
-0.442047,-0.000009,6843.103448,-7.602695,1.513816,-0.000000,-5.766852,-0.262730,-13.364521,-0.182150,
-0.495972,0.001835,6854.122939,-8.614142,1.567335,-0.000000,-5.902020,-0.278886,-6.569541,-1.111696,
-0.493591,-0.000000,6865.142429,-9.194478,-1.413486,-0.000000,-6.037899,-0.294871,-7.626664,1.285649,
-0.440643,0.000000,6876.161919,-8.081485,-1.307315,0.000000,-6.174432,-0.310684,-10.984130,1.109063,
-0.347290,-0.000011,6887.181409,-6.657942,-1.454280,0.000000,-6.311601,-0.326327,-13.938385,0.912288,
-0.220428,0.000484,6898.200900,-7.762948,1.501498,0.000000,-6.449354,-0.341799,-13.546251,0.925387,
-0.079224,0.002153,6909.220390,-10.085636,-1.560914,-0.000000,-6.587677,-0.357104,-16.158018,1.276654,
0.046844,0.000000,6920.239880,-10.195750,-1.133500,-0.000000,-6.726508,-0.372239,-2.645092,1.431464,
0.142548,-0.000004,6931.259370,-10.104502,-1.198603,-0.000000,-6.865833,-0.387207,4.824599,-0.234927,
0.207672,0.000007,6942.278861,-8.370405,-1.099672,-0.000000,-7.005603,-0.402009,-0.954846,0.830289,
0.244110,0.001755,6953.298351,-8.625545,-0.962145,0.000000,-7.145799,-0.416646,-6.458179,0.510426,
0.251251,0.000000,6964.317841,-7.552683,-1.010192,0.000000,-7.286377,-0.431120,-8.321404,0.189194,
0.230377,-0.000001,6975.337331,-6.848372,-1.053041,0.000000,-7.427318,-0.445431,-11.357639,0.434302,
0.180328,0.000002,6986.356822,-6.839432,-1.009051,-0.000000,-7.568583,-0.459581,-17.780859,0.040279,
0.106323,-0.000174,6997.376312,-5.823694,-1.050708,-0.000000,-7.710137,-0.473571,-16.089314,0.488789,
0.025848,0.000000,7008.395802,-5.399626,-1.094510,-0.000000,-7.851985,-0.487404,-15.523380,0.713110,
-0.035461,-0.000000,7019.415292,-5.134560,-1.218722,0.000000,-7.994063,-0.501081,-17.530638,0.366375,
-0.059479,-0.000009,7030.434783,-4.182134,-1.316748,0.000000,-8.136375,-0.514602,-16.295002,0.993251,
-0.048035,-0.000005,7041.454273,-6.455015,-1.240960,0.000000,-8.278862,-0.527970,-10.631169,0.987386,
-0.017883,-0.030567,7052.473763,-7.148522,-1.343184,0.000000,-8.421532,-0.541187,-17.462635,0.535198,
0.015991,0.000000,7063.493253,-7.792809,-1.233524,-0.000000,-8.564344,-0.554255,4.919968,-0.024513,
0.040588,0.000002,7074.512744,-6.803617,-1.212955,-0.000000,-8.707294,-0.567174,-18.621531,0.064136,
0.049652,-0.000355,7085.532234,-6.614586,-1.244472,-0.000000,-8.850339,-0.579948,-6.812900,-0.165850,
0.051514,0.013524,7096.551724,-6.700840,-1.285135,0.000000,-8.993479,-0.592577,-9.103881,-0.789933,
0.060638,0.000000,7107.571214,-6.760962,-1.446736,0.000000,-9.136662,-0.605063,-10.854516,-0.988027,
0.080353,0.000001,7118.590705,-7.676481,-1.371377,0.000000,-9.279909,-0.617409,-14.612605,1.297444,
0.098602,-0.000067,7129.610195,-7.408971,-1.305391,0.000000,-9.423183,-0.629617,-21.762306,1.278347,
0.103027,-0.000125,7140.629685,-7.803997,-1.338622,-0.000000,-9.566460,-0.641687,-36.551350,0.000000,
0.082642,0.000000,7151.649175,-9.029175,-1.147018,-0.000000,-9.709742,-0.653622,-28.230680,1.506013,
0.036102,-0.000000,7162.668666,-8.035632,-1.140481,-0.000000,-9.852998,-0.665425,-25.461630,0.916383,
-0.030243,0.000000,7173.688156,-7.852287,-1.118772,0.000000,-9.996209,-0.677095,-18.168329,0.354404,
-0.099243,-0.001074,7184.707646,-7.201967,-1.121695,0.000000,-10.139372,-0.688637,-15.512001,0.224455,
-0.156494,0.000168,7195.727136,-7.029074,-1.230630,0.000000,-10.282476,-0.700051,-15.242061,-0.099255,
-0.195648,-0.000000,7206.746627,-5.867537,-1.198794,0.000000,-10.425503,-0.711339,-15.289490,-0.463311,
-0.215271,0.000003,7217.766117,-7.515277,-1.285017,-0.000000,-10.568434,-0.722503,-18.743439,-0.640523,
-0.216705,-0.000172,7228.785607,-6.913332,-1.232415,-0.000000,-10.711265,-0.733546,-22.931252,-0.691620,
-0.223175,-0.011517,7239.805097,-7.049624,-1.406551,-0.000000,-10.853983,-0.744467,-22.804693,0.140767,
-0.261353,-0.000000,7250.824588,-7.526675,-1.345460,0.000000,-10.996579,-0.755271,-19.004715,0.817984,
-0.336823,0.000005,7261.844078,-8.633426,-1.222132,0.000000,-11.139040,-0.765957,-17.146534,0.312193,
-0.434296,-0.000088,7272.863568,-8.309819,-1.130375,0.000000,-11.281355,-0.776530,-14.186722,0.326957,
-0.535095,-0.002668,7283.883058,-7.518079,-1.272508,-0.000000,-11.423513,-0.786988,-11.393621,0.206587,
-0.618103,-0.000000,7294.902549,-7.619256,-1.333258,-0.000000,-11.565512,-0.797336,-9.564351,0.079816,
-0.663147,0.000001,7305.922039,-9.338889,-1.473984,-0.000000,-11.707342,-0.807573,-6.637346,-0.338819,
-0.657227,-0.000013,7316.941529,-10.760743,0.113613,-0.000000,-11.848989,-0.817702,-6.234540,-0.533243,
-0.593750,-0.000090,7327.961019,-4.496588,-0.859560,0.000000,-11.990455,-0.827724,-4.779523,-0.944696,
-0.474365,-0.000000,7338.980510,-7.225193,-1.075563,0.000000,-12.131731,-0.837643,-15.774714,-1.195303,
-0.314941,0.000000,7350.000000,-7.275310,-1.224575,0.000000,-12.272803,-0.847458,5.153862,-1.072245,
-0.142090,0.000002,7361.019490,-10.909533,-1.250154,-0.000000,-12.413660,-0.857171,-14.662206,-0.399548,
0.017395,0.000010,7372.038981,-9.800966,-1.060799,-0.000000,-12.554321,-0.866784,-10.992808,0.890662,
0.153564,-0.038627,7383.058471,-7.997030,-1.278049,-0.000000,-12.694755,-0.876299,-17.808729,0.891429,
0.265778,-0.000000,7394.077961,-7.942782,-1.046485,-0.000000,-12.834970,-0.885717,-18.671822,-1.559430,
0.349670,0.000000,7405.097451,-7.969550,-1.051469,0.000000,-12.974942,-0.895039,-15.692294,1.376381,
0.395508,0.000225,7416.116942,-7.461344,-1.158301,0.000000,-13.114700,-0.904269,-15.723108,1.494655,
0.396240,-0.013233,7427.136432,-9.273850,-1.422605,0.000000,-13.254215,-0.913405,-16.174318,-1.290850,
0.354797,-0.000000,7438.155922,-11.806950,-0.996380,-0.000000,-13.393498,-0.922450,-10.052462,1.498138,
0.286102,-0.000001,7449.175412,-10.898776,-1.275699,-0.000000,-13.532523,-0.931406,-8.752033,-1.495032,
0.215363,0.000076,7460.194903,-15.290677,-0.598721,-0.000000,-13.671309,-0.940274,-7.263159,1.217436,
0.163574,-0.000846,7471.214393,-8.794736,-0.542615,-0.000000,-13.809844,-0.949056,-3.111240,0.827416,
0.141724,-0.000000,7482.233883,-8.135681,-0.646227,0.000000,-13.948119,-0.957752,5.618237,-0.916624,
0.147125,0.000000,7493.253373,-6.365145,-0.741528,0.000000,-14.086150,-0.966363,-1.641703,0.391261,
0.164948,0.000005,7504.272864,-6.767753,-0.866167,0.000000,-14.223908,-0.974892,-10.659376,1.105956,
0.178528,0.000334,7515.292354,-6.701496,-0.910724,-0.000000,-14.361405,-0.983340,-11.530264,1.473512,
0.179596,0.015736,7526.311844,-6.258888,-0.873043,-0.000000,-14.498637,-0.991707,-11.547558,-1.547679,
0.174683,-0.000000,7537.331334,-5.888473,-0.982341,-0.000000,-14.635610,-0.999996,-7.959452,1.181818,
0.180084,-0.000002,7548.350825,-5.784622,-1.058966,-0.000000,-14.772308,-1.008205,-6.187387,0.815300,
0.206635,0.000274,7559.370315,-6.310097,-1.284575,0.000000,-14.908736,-1.016339,-5.647816,0.035361,
0.246643,-0.004584,7570.389805,-8.035597,-1.260416,0.000000,-15.044892,-1.024399,-12.551245,-1.207545,
0.281647,0.000000,7581.409295,-9.745739,-1.212227,0.000000,-15.180782,-1.032383,-15.721569,0.121047,
0.299805,-0.000002,7592.428786,-8.336621,-1.000045,-0.000000,-15.316398,-1.040295,-17.247023,-0.467832,
0.294861,0.000065,7603.448276,-8.409445,-1.153748,-0.000000,-15.451727,-1.048135,-26.973076,-0.614831,
0.265167,0.003007,7614.467766,-9.707914,-1.123209,-0.000000,-15.586793,-1.055903,-14.492753,0.651338,
0.215302,0.000000,7625.487256,-12.212954,-1.062012,0.000000,-15.721580,-1.063601,-14.093768,0.157529,
0.158478,-0.000001,7636.506747,-9.172947,-0.515139,0.000000,-15.856083,-1.071232,-13.285882,-0.084125,
0.110474,0.000026,7647.526237,-9.964243,-0.710885,0.000000,-15.990303,-1.078793,-15.779789,-0.706067,
0.082855,-0.000174,7658.545727,-7.823282,-0.425875,0.000000,-16.124254,-1.086290,-15.961286,-1.299820,
0.074677,0.000000,7669.565217,-4.050785,-0.633645,-0.000000,-16.257927,-1.093719,-20.315708,0.584731,
0.073425,-0.000000,7680.584708,-3.279824,-1.008177,-0.000000,-16.391312,-1.101084,-11.890236,-1.451936,
0.058044,0.000002,7691.604198,-3.530455,-1.063347,-0.000000,-16.524429,-1.108386,-13.866975,-0.150433,
0.015076,-0.000067,7702.623688,-2.879111,-1.033017,0.000000,-16.657265,-1.115625,-15.234362,1.344538,
-0.056793,0.035863,7713.643178,-3.217914,0.457225,0.000000,-16.789829,-1.122801,-14.711809,0.681707,
-0.153900,-0.000000,7724.662669,-0.410339,-0.853676,0.000000,-16.922091,-1.129918,-15.898447,0.369905,
-0.267670,-0.000001,7735.682159,0.707214,-0.730916,0.000000,-17.054087,-1.136975,-11.171321,0.349270,
-0.378510,-0.000076,7746.701649,3.808537,-0.892275,-0.000000,-17.185812,-1.143972,-3.397032,0.774404,
-0.459442,0.009815,7757.721139,1.280290,1.397441,-0.000000,-17.317253,-1.150910,2.008669,-0.968052,
-0.490479,0.000000,7768.740630,-2.693371,1.338228,-0.000000,-17.448402,-1.157791,4.818252,-0.107864,
-0.462006,0.000000,7779.760120,-4.655056,1.172884,0.000000,-17.579296,-1.164616,-5.426843,-1.137063,
-0.376892,-0.000056,7790.779610,-9.689209,-1.058159,0.000000,-17.709892,-1.171385,-10.050988,-1.496862,
-0.251556,0.001733,7801.799100,-7.883126,-0.762529,0.000000,-17.840229,-1.178097,-16.729189,1.185877,
-0.105194,0.000000,7812.818591,-4.497590,-0.833405,0.000000,-17.970284,-1.184758,-15.516060,0.274512,
0.050873,-0.000000,7823.838081,-4.138051,-1.142679,-0.000000,-18.100052,-1.191363,-25.435471,-1.326885,
0.209167,-0.000001,7834.857571,-5.707239,-1.244479,-0.000000,-18.229570,-1.197917,-18.948605,-1.535530,
0.356476,0.000053,7845.877061,-2.734324,-1.367122,-0.000000,-18.358795,-1.204418,-18.767328,1.114275,
0.471405,0.049200,7856.896552,-6.013072,1.238952,0.000000,-18.487745,-1.210869,-16.798733,-1.411996,
0.537537,-0.000000,7867.916042,-6.731013,1.567797,0.000000,-18.616438,-1.217268,-14.476738,-1.431118,
0.547699,-0.000001,7878.935532,-8.330972,1.296283,0.000000,-18.744844,-1.223620,-8.549064,1.443935,
0.505096,-0.000125,7889.955022,-9.319622,-1.104855,-0.000000,-18.872980,-1.229919,-0.109974,-1.004410,
0.427979,0.003727,7900.974513,-19.845661,-0.401671,-0.000000,-19.000868,-1.236172,1.906294,-0.602977,
0.342682,0.000000,7911.994003,-8.836950,-0.824833,-0.000000,-19.128460,-1.242375,-12.611258,0.493920,
0.272003,0.000001,7923.013493,-9.091319,-1.219896,-0.000000,-19.255806,-1.248534,-5.518065,-0.063786,
0.221832,-0.000079,7934.032984,-9.335402,-1.074431,0.000000,-19.382875,-1.254644,-6.138476,-0.413042,
0.186249,-0.000726,7945.052474,-9.482545,-1.020823,0.000000,-19.509691,-1.260710,-5.363418,-0.828256,
0.151306,-0.000000,7956.071964,-8.874512,-1.113314,0.000000,-19.636232,-1.266729,-6.411330,-1.055909,
0.109619,0.000000,7967.091454,-7.977349,-1.226304,-0.000000,-19.762529,-1.272706,-9.856210,-1.538429,
0.067230,-0.000024,7978.110945,-10.049615,-1.289725,-0.000000,-19.888538,-1.278636,-12.394490,1.534376,
0.040253,0.000368,7989.130435,-10.060998,-1.089046,-0.000000,-20.014296,-1.284524,-15.508809,1.469120,
0.040070,0.003127,8000.149925,-10.713012,-1.015038,-0.000000,-20.139778,-1.290369,-19.340900,-1.243684,
0.064117,0.000000,8011.169415,-9.578988,-0.919474,0.000000,-20.265039,-1.296171,-20.038050,-1.534252,
0.103668,-0.000005,8022.188906,-8.521164,-0.895388,0.000000,-20.390020,-1.301932,-12.747228,-0.822722,
0.147522,-0.000002,8033.208396,-7.593869,-1.037840,0.000000,-20.514761,-1.307653,-13.545709,-0.380377,
0.179932,-0.012327,8044.227886,-8.822900,-1.135538,-0.000000,-20.639219,-1.313332,-2.215045,0.396558,
0.183716,0.000000,8055.247376,-8.905305,-1.059291,-0.000000,-20.763456,-1.318971,-7.003875,-0.656730,
0.153198,-0.000000,8066.266867,-9.349057,-0.959430,-0.000000,-20.887403,-1.324570,-8.827922,-1.020426,
0.100067,0.000040,8077.286357,-8.861672,-0.999880,-0.000000,-21.011127,-1.330130,-12.955360,-1.334883,
0.043610,-0.007836,8088.305847,-8.634696,-1.051890,0.000000,-21.134596,-1.335651,-11.319038,1.457669,
-0.000641,0.000000,8099.325337,-9.657603,-0.934324,0.000000,-21.257837,-1.341135,-15.119312,-1.054597,
-0.027771,0.000000,8110.344828,-8.032473,-0.875421,0.000000,-21.380814,-1.346580,-14.072325,-1.103512,
-0.040497,0.000025,8121.364318,-7.868869,-0.932559,-0.000000,-21.503506,-1.351991,-12.030922,-1.402215,
-0.047211,-0.001508,8132.383808,-7.064209,-0.972166,-0.000000,-21.625986,-1.357363,-12.920924,-0.730930,
-0.061066,-0.000000,8143.403298,-7.236135,-1.100223,-0.000000,-21.748251,-1.362698,-8.634532,-0.951736,
-0.091339,0.000000,8154.422789,-7.901275,-1.160807,0.000000,-21.870234,-1.367997,-6.850883,-1.289154,
