Input Signal, Output Signal, Freq Scale, Mag Spec Input, Phase Spec Input, Impulse Resp, Freq Resp Mag, Freq Resp Phase, Mag Spec Out, Mag Phase Out
-0.522827,0.000001,11427.211394,-11.609619,-1.242405,0.000000,-51.924404,0.000000,-13.193369,-1.195544,
-0.503815,-0.000076,11438.230885,-13.046115,-1.325613,0.000000,-52.015385,0.000000,-11.098688,-1.231947,
-0.434692,0.001222,11449.250375,-14.833447,-1.364148,0.000000,-52.105831,0.000000,-8.686263,1.565815,
-0.332947,-0.000000,11460.269865,-17.735111,-1.260748,-0.000000,-52.195984,0.000000,-6.664721,1.255244,
-0.217957,0.000001,11471.289355,-18.177023,-0.833216,-0.000000,-52.287678,0.000000,-6.954122,0.973226,
-0.103088,-0.000042,11482.308846,-27.007465,-0.583145,-0.000000,-52.377117,0.000000,-6.097788,0.605798,
0.006470,0.000376,11493.328336,-18.906797,0.507438,-0.000000,-52.469036,0.000000,-10.683803,0.211033,
0.112183,0.005431,11504.347826,-13.353815,0.216014,0.000000,-52.560719,0.000000,1.758355,0.940959,
0.213074,0.000000,11515.367316,-12.132286,0.166807,0.000000,-52.649933,0.000000,-0.263104,1.421757,
0.302063,-0.000001,11526.386807,-10.403627,0.284870,0.000000,-52.741043,0.000000,-8.250056,-0.943083,
0.373322,0.000006,11537.406297,-8.918143,-0.187274,0.000000,-52.830711,0.000000,-12.768721,-1.319031,
0.422852,-0.013202,11548.425787,-6.141656,0.065801,0.000000,-52.921864,0.000000,-15.278183,-1.179348,
0.444977,0.000000,11559.445277,-4.112365,-0.312672,-0.000000,-53.012157,0.000000,-17.687714,-0.727143,
0.434265,0.000000,11570.464768,-3.448073,-0.776454,-0.000000,-53.102848,0.000000,-15.894256,-0.639768,
0.388763,0.000065,11581.484258,-6.182231,-1.140154,-0.000000,-53.193439,0.000000,-16.958405,-0.908545,
0.316925,-0.005286,11592.503748,-8.538884,-0.996066,-0.000000,-53.284435,0.000000,-13.913913,-0.386236,
0.235565,0.000000,11603.523238,-7.978219,-1.042811,0.000000,-53.373436,0.000000,-14.472384,-0.782136,
0.164917,0.000000,11614.542729,-10.718624,-1.099478,0.000000,-53.464783,0.000000,-9.840353,-1.135860,
0.116302,0.000021,11625.562219,-11.180326,-1.068750,0.000000,-53.554111,0.000000,-5.284963,-1.349694,
0.091705,-0.002533,11636.581709,-10.791172,-1.054599,0.000000,-53.644638,0.000000,4.389524,0.978967,
0.083801,-0.000000,11647.601199,-13.411758,-0.996465,0.000000,-53.737663,0.000000,1.085932,-1.292444,
0.078827,0.000000,11658.620690,-11.761852,-0.805454,-0.000000,-53.824223,0.000000,-3.983215,0.080312,
0.065552,0.000005,11669.640180,-12.163722,-0.845737,-0.000000,-53.917473,0.000000,-12.881448,0.517026,
0.036957,-0.000212,11680.659670,-11.778972,-0.815696,-0.000000,-54.006054,0.000000,-15.072113,0.628952,
-0.005798,-0.004499,11691.679160,-12.902379,-0.831226,0.000000,-54.097214,0.000000,-11.685863,0.137931,
-0.055664,-0.000000,11702.698651,-12.858849,-0.609957,0.000000,-54.185905,0.000000,-10.641583,-0.477589,
-0.098083,0.000002,11713.718141,-11.732574,-0.629891,0.000000,-54.276356,0.000000,-9.911709,1.564096,
-0.121918,0.000022,11724.737631,-11.073133,-0.513858,0.000000,-54.364887,0.000000,-12.210834,-0.013842,
-0.124725,0.000670,11735.757121,-9.398825,-0.598629,0.000000,-54.458450,0.000000,-25.170628,-0.360669,
-0.113434,-0.000000,11746.776612,-10.284895,-0.710901,0.000000,-54.544018,0.000000,-21.325409,-0.263174,
-0.091644,-0.000000,11757.796102,-9.721599,-0.727831,0.000000,-54.637535,0.000000,-22.182842,1.465044,
-0.059174,0.000050,11768.815592,-9.449569,-0.775980,-0.000000,-54.726826,0.000000,-14.621967,0.245031,
-0.015533,-0.001890,11779.835082,-9.264022,-0.870446,-0.000000,-54.817883,0.000000,-17.882572,-0.467570,
0.032318,0.000000,11790.854573,-10.183467,-0.946766,-0.000000,-54.906544,0.000000,-16.957626,-0.894475,
0.072845,-0.000000,11801.874063,-11.023544,-0.957719,-0.000000,-54.997963,0.000000,-17.750639,0.748551,
0.089722,0.000031,11812.893553,-11.297958,-0.881073,-0.000000,-55.085907,0.000000,-19.511629,-0.037651,
0.069855,-0.000540,11823.913043,-11.426027,-0.858458,0.000000,-55.179123,0.000000,-21.526451,1.110368,
0.005859,0.031554,11834.932534,-11.017550,-0.786155,0.000000,-55.266563,0.000000,-16.481945,-0.068230,
-0.095795,-0.000000,11845.952024,-10.767321,-0.833499,0.000000,-55.358547,0.000000,-9.917388,1.095969,
-0.211853,0.000002,11856.971514,-10.872153,-0.873027,0.000000,-55.447243,0.000000,-9.465412,0.011527,
-0.308075,0.000021,11867.991004,-10.967551,-0.889414,-0.000000,-55.538506,0.000000,-12.238906,-0.593558,
-0.359283,0.003525,11879.010495,-11.056830,-0.873626,-0.000000,-55.628101,0.000000,-16.768085,-1.025800,
-0.359955,-0.000000,11890.029985,-10.878711,-0.901592,-0.000000,-55.716568,0.000000,-16.511280,-0.436382,
-0.318787,0.000000,11901.049475,-10.483745,-0.906334,-0.000000,-55.809063,0.000000,-12.701615,0.008396,
-0.247986,-0.000017,11912.068966,-9.950691,-0.926601,0.000000,-55.898540,0.000000,-1.082228,0.828397,
-0.159515,0.003593,11923.088456,-8.506680,-1.399272,0.000000,-55.987988,0.000000,5.220535,-0.973067,
-0.060883,-0.000000,11934.107946,-12.440976,0.858126,-0.000000,-56.077263,0.000000,-5.083928,0.266024,
0.040314,-0.000000,11945.127436,-18.685909,1.139506,-0.000000,-56.169167,0.000000,-10.801958,-0.312146,
0.137604,-0.000002,11956.146927,-12.584247,0.313960,0.000000,-56.258717,0.000000,-11.197761,-0.705458,
0.228088,0.001739,11967.166417,-10.203727,-0.140339,0.000000,-56.349392,0.000000,-12.786952,-0.674117,
0.311493,-0.003252,11978.185907,-7.959520,-0.413670,0.000000,-56.437767,0.000000,-18.832087,-1.114962,
0.386383,-0.000000,11989.205397,-9.003986,-0.730211,0.000000,-56.528873,0.000000,-17.665289,-0.900278,
0.444550,-0.000003,12000.224888,-7.066369,-1.048540,0.000000,-56.618141,0.000000,-21.102045,-1.108476,
0.472656,0.000274,12011.244378,-14.512272,-1.256630,0.000000,-56.706867,0.000000,-28.078577,-0.761602,
0.460022,-0.001678,12022.263868,-12.916636,-0.617569,0.000000,-56.797333,0.000000,-26.303898,-0.333135,
0.409027,-0.000000,12033.283358,-14.374932,-0.804866,0.000000,-56.887772,0.000000,-15.907792,0.101267,
0.332947,-0.000001,12044.302849,-11.820765,-0.332564,0.000000,-56.978306,0.000000,-15.587901,-0.791787,
0.252289,0.000017,12055.322339,-9.774112,-0.541345,-0.000000,-57.067078,0.000000,4.528794,-0.984234,
0.185150,-0.000506,12066.341829,-10.673944,-0.779314,-0.000000,-57.156971,0.000000,-18.650326,1.228787,
0.142548,0.000000,12077.361319,-9.950657,-0.867375,-0.000000,-57.247742,0.000000,-6.855279,-1.233300,
0.124359,-0.000000,12088.380810,-13.251169,-0.809232,0.000000,-57.338348,0.000000,-6.816741,1.404902,
0.125916,-0.000025,12099.400300,-10.406774,-0.678294,0.000000,-57.427456,0.000000,-7.266469,1.203868,
0.134399,0.002009,12110.419790,-11.981378,-0.721466,0.000000,-57.517685,0.000000,-8.493419,0.775638,
0.133301,-0.000000,12121.439280,-12.210969,-0.665287,0.000000,-57.605507,0.000000,-9.855346,0.405957,
0.112915,0.000000,12132.458771,-12.014039,-0.564485,0.000000,-57.697231,0.000000,-13.418853,0.293926,
0.076324,-0.000019,12143.478261,-10.596885,-0.590179,0.000000,-57.787048,0.000000,-15.890210,-0.047516,
0.035431,0.000509,12154.497751,-10.840450,-0.724486,-0.000000,-57.876122,0.000000,-17.567884,-0.253318,
-0.001434,0.005962,12165.517241,-11.061708,-0.717815,-0.000000,-57.966045,0.000000,-27.517195,-0.048350,
-0.033600,0.000000,12176.536732,-11.211180,-0.722213,-0.000000,-58.056770,0.000000,-24.073538,-1.455831,
-0.061951,-0.000004,12187.556222,-11.344354,-0.739817,-0.000000,-58.145550,0.000000,-18.513880,1.277812,
-0.082886,0.000038,12198.575712,-11.792402,-0.706788,-0.000000,-58.236263,0.000000,-14.806126,1.155463,
-0.092255,0.000752,12209.595202,-11.553981,-0.692491,-0.000000,-58.324554,0.000000,-16.787609,0.736671,
-0.084839,0.000000,12220.614693,-11.930872,-0.603952,-0.000000,-58.415573,0.000000,-13.576286,0.431252,
-0.058105,-0.000000,12231.634183,-10.705634,-0.584219,-0.000000,-58.506840,0.000000,-16.255518,0.438736,
-0.016479,-0.000004,12242.653673,-10.625450,-0.676864,0.000000,-58.595245,0.000000,-18.591934,-0.261532,
0.025055,-0.001751,12253.673163,-10.988041,-0.724930,0.000000,-58.685478,0.000000,-21.780252,-0.148485,
0.047546,0.000000,12264.692654,-10.582053,-0.678355,0.000000,-58.776081,0.000000,-23.598967,0.031075,
0.033386,-0.000000,12275.712144,-10.610380,-0.706678,-0.000000,-58.864796,0.000000,-38.407993,0.000000,
-0.025024,-0.000002,12286.731634,-10.848375,-0.750063,-0.000000,-58.954975,0.000000,-18.036972,-0.734197,
-0.120819,-0.001048,12297.751124,-10.797503,-0.733309,-0.000000,-59.044380,0.000000,-10.286235,1.226591,
-0.232208,-0.082230,12308.770615,-11.149462,-0.837695,-0.000000,-59.134083,0.000000,-10.271171,1.027975,
-0.330078,0.000000,12319.790105,-9.628489,-0.637805,0.000000,-59.223694,0.000000,-6.904483,0.515151,
-0.392792,-0.000001,12330.809595,-10.673943,-0.815362,0.000000,-59.312714,0.000000,-15.560851,1.354234,
-0.414734,-0.000190,12341.829085,-11.014955,-0.817681,0.000000,-59.404743,0.000000,5.169704,0.582861,
-0.396057,0.007398,12352.848576,-11.223769,-0.841325,0.000000,-59.494789,0.000000,-14.855655,-0.508587,
-0.342072,0.000000,12363.868066,-11.717696,-0.773127,0.000000,-59.582283,0.000000,-8.671350,-0.469721,
-0.262360,0.000001,12374.887556,-11.435392,-0.753439,0.000000,-59.674538,0.000000,-11.694594,-0.814713,
-0.170502,-0.000032,12385.907046,-11.337867,-0.747883,0.000000,-59.762787,0.000000,-17.544796,-0.415471,
-0.074371,-0.000017,12396.926537,-11.231924,-0.741676,0.000000,-59.853069,0.000000,-12.057744,-0.519738,
0.021820,-0.000000,12407.946027,-11.090305,-0.769144,0.000000,-59.941658,0.000000,-13.199097,-0.469557,
0.118256,0.000000,12418.965517,-11.244408,-0.786191,0.000000,-60.033348,0.000000,-15.783123,-0.254181,
0.216827,0.000000,12429.985007,-11.298986,-0.797897,0.000000,-60.122746,0.000000,-8.076199,-0.391162,
0.313293,-0.001086,12441.004498,-11.505458,-0.794011,0.000000,-60.213638,0.000000,-6.948689,-0.339655,
0.393829,0.000021,12452.023988,-11.389954,-0.786643,0.000000,-60.300850,0.000000,-5.221003,-0.787531,
0.441193,0.000000,12463.043478,-11.271976,-0.815476,0.000000,-60.392025,0.000000,-1.505919,-1.221514,
0.447357,0.000010,12474.062969,-11.703360,-0.849315,-0.000000,-60.481014,0.000000,2.019364,-0.080805,
0.414520,-0.000524,12485.082459,-11.751990,-0.849537,-0.000000,-60.573841,0.000000,-7.150331,1.110322,
0.350800,0.004400,12496.101949,-12.261995,-0.838998,0.000000,-60.662724,0.000000,-13.142361,1.029567,
0.271118,-0.000000,12507.121439,-12.600707,-0.825600,0.000000,-60.751591,0.000000,-19.029215,-1.462031,
0.196442,0.000002,12518.140930,-12.900946,-0.744774,0.000000,-60.842754,0.000000,-21.934683,1.376171,
0.142059,-0.000035,12529.160420,-12.423105,-0.698108,0.000000,-60.933380,0.000000,-21.094681,-0.908232,
0.109924,-0.001577,12540.179910,-12.166286,-0.678125,-0.000000,-61.022228,0.000000,-17.363964,-0.741355,
0.090027,-0.000000,12551.199400,-12.030923,-0.709861,-0.000000,-61.113407,0.000000,-13.439777,-0.530438,
0.070740,0.000000,12562.218891,-12.346939,-0.708479,-0.000000,-61.201462,0.000000,-10.725696,-1.014633,
0.044189,0.000005,12573.238381,-12.185353,-0.655637,-0.000000,-61.293007,0.000000,-7.165824,-1.327375,
0.009766,0.000390,12584.257871,-11.804063,-0.684504,-0.000000,-61.385323,0.000000,-7.377070,1.470832,
-0.028137,-0.000000,12595.277361,-11.879474,-0.692188,-0.000000,-61.471874,0.000000,-6.912548,0.980481,
-0.064301,0.000000,12606.296852,-11.577045,-0.681950,-0.000000,-61.561188,0.000000,-27.739260,0.748720,
-0.095673,0.000001,12617.316342,-12.198722,-0.657690,-0.000000,-61.652622,0.000000,3.479339,1.126275,
-0.123688,0.000433,12628.335832,-10.872187,-0.759098,-0.000000,-61.742596,0.000000,-18.484037,-1.260139,
-0.147919,-0.084376,12639.355322,-12.129268,-0.728680,-0.000000,-61.833771,0.000000,-13.130859,-0.162032,
-0.166687,-0.000000,12650.374813,-12.001411,-0.726467,0.000000,-61.921917,0.000000,-15.150381,-0.041917,
-0.175781,0.000002,12661.394303,-11.903065,-0.700013,0.000000,-62.011799,0.000000,-22.157434,-0.064611,
-0.166534,0.000083,12672.413793,-11.911575,-0.697009,0.000000,-62.103718,0.000000,-17.018908,0.331942,
-0.130920,-0.007323,12683.433283,-11.941415,-0.695644,0.000000,-62.195503,0.000000,-19.160343,0.133411,
-0.073151,-0.000000,12694.452774,-12.012795,-0.717247,-0.000000,-62.282887,0.000000,-24.255226,0.872748,
-0.011658,-0.000001,12705.472264,-11.920904,-0.694618,-0.000000,-62.371284,0.000000,-11.023189,0.584762,
0.028290,0.000036,12716.491754,-11.988043,-0.697679,-0.000000,-62.464443,0.000000,-10.665524,0.362421,
0.030365,-0.000445,12727.511244,-12.081992,-0.710833,0.000000,-62.554558,0.000000,-9.165790,-0.172062,
-0.012054,-0.000000,12738.530735,-12.263801,-0.694921,0.000000,-62.644653,0.000000,-3.553088,-0.779420,
-0.091553,-0.000000,12749.550225,-12.551765,-0.658340,0.000000,-62.732018,0.000000,5.576768,0.355444,
-0.193451,0.000011,12760.569715,-12.200430,-0.623896,-0.000000,-62.825123,0.000000,-0.743362,-1.484881,
-0.296875,0.000454,12771.589205,-11.998473,-0.630468,-0.000000,-62.913773,0.000000,-11.643864,-0.863394,
-0.384094,0.010022,12782.608696,-11.906492,-0.595158,-0.000000,-63.005634,0.000000,-15.570432,-0.491313,
-0.439697,-0.000000,12793.628186,-11.477664,-0.588226,-0.000000,-63.092148,0.000000,-19.835754,-0.435803,
-0.454071,-0.000003,12804.647676,-11.260135,-0.616372,0.000000,-63.182243,0.000000,-16.854509,-0.651479,
-0.427277,0.000384,12815.667166,-11.277002,-0.667112,0.000000,-63.276745,0.000000,-13.458042,-1.279438,
-0.372559,-0.010890,12826.686657,-11.192262,-0.681251,0.000000,-63.368397,0.000000,-10.842939,0.447242,
-0.304352,0.000000,12837.706147,-11.152550,-0.646775,0.000000,-63.460449,0.000000,-12.744812,-1.246408,
-0.227386,-0.000001,12848.725637,-11.140205,-0.682919,-0.000000,-63.550747,0.000000,-26.750437,0.533054,
-0.140869,0.000020,12859.745127,-11.180143,-0.680542,-0.000000,-63.640377,0.000000,-15.769260,-1.085596,
-0.043701,0.001957,12870.764618,-10.927357,-0.653444,0.000000,-63.730534,0.000000,-14.341690,-1.355950,
0.061615,0.000000,12881.784108,-10.589802,-0.673478,0.000000,-63.822720,0.000000,-16.296247,1.149341,
0.169128,-0.000001,12892.803598,-10.306957,-0.714678,0.000000,-63.910694,0.000000,-15.397291,0.829112,
0.267517,0.000007,12903.823088,-10.334974,-0.766605,0.000000,-64.001152,0.000000,-18.664446,-0.206601,
0.342285,0.000164,12914.842579,-10.097201,-0.825785,-0.000000,-64.090477,0.000000,-22.810883,-1.568781,
0.381256,0.000000,12925.862069,-9.740923,-0.995678,-0.000000,-64.186493,0.000000,-16.303053,1.307057,
0.379089,-0.000000,12936.881559,-11.591825,-1.167223,-0.000000,-64.273033,0.000000,-22.514515,0.557850,
0.344086,0.000002,12947.901049,-13.283925,-1.114274,-0.000000,-64.360352,0.000000,-8.113644,-1.386735,
0.294250,-0.000153,12958.920540,-19.325787,-0.564837,0.000000,-64.456520,0.000000,-6.412411,0.676643,
0.249695,0.048390,12969.940030,-13.910912,-0.360182,0.000000,-64.546127,0.000000,-8.792540,-0.013228,
0.219727,-0.000000,12980.959520,-11.405654,-0.621322,0.000000,-64.636169,0.000000,-9.755515,-0.466339,
0.201965,-0.000001,12991.979010,-12.461049,-0.729013,-0.000000,-64.724670,0.000000,-14.069833,-0.819365,
0.189392,-0.000028,13002.998501,-13.088384,-0.680133,-0.000000,-64.816338,0.000000,-11.378170,-1.207541,
0.173126,0.004840,13014.017991,-12.728290,-0.605642,-0.000000,-64.909370,0.000000,-3.743725,-1.152782,
0.148346,0.000000,13025.037481,-12.120461,-0.570349,-0.000000,-65.002289,0.000000,0.549658,0.069549,
0.115479,0.000000,13036.056972,-11.961664,-0.646584,0.000000,-65.085922,0.000000,5.030829,0.960371,
0.079803,-0.000037,13047.076462,-12.107666,-0.658747,0.000000,-65.177322,0.000000,-3.146583,0.220341,
0.046936,0.001115,13058.095952,-12.033293,-0.656950,0.000000,-65.270554,0.000000,-6.219616,-0.009584,
0.016479,0.000000,13069.115442,-12.107695,-0.662118,0.000000,-65.360580,0.000000,-10.565473,-0.294681,
-0.015015,0.000000,13080.134933,-12.182696,-0.662675,-0.000000,-65.448669,0.000000,-9.867833,-0.533329,
-0.051727,-0.000013,13091.154423,-12.126840,-0.663055,-0.000000,-65.537964,0.000000,-13.398703,-0.190163,
-0.090637,0.000101,13102.173913,-12.158057,-0.659512,-0.000000,-65.635086,0.000000,-12.707451,-0.180962,
-0.119202,0.055632,13113.193403,-12.324585,-0.659694,0.000000,-65.722893,0.000000,-11.820671,-0.187264,
-0.118347,0.000000,13124.212894,-11.805864,-0.587060,0.000000,-65.812164,0.000000,-12.625344,0.045450,
-0.079193,-0.000001,13135.232384,-11.965093,-0.679559,0.000000,-65.905273,0.000000,-9.272961,0.227249,
-0.010590,-0.000177,13146.251874,-11.996050,-0.677519,0.000000,-65.995514,0.000000,-5.770877,-0.126528,
0.062714,0.007826,13157.271364,-12.098792,-0.672524,-0.000000,-66.087616,0.000000,1.318405,0.492538,
0.117706,0.000000,13168.290855,-12.141487,-0.668307,-0.000000,-66.175499,0.000000,1.555857,1.138734,
0.139343,0.000001,13179.310345,-12.152668,-0.674137,-0.000000,-66.260063,0.000000,-8.030009,-0.934950,
0.120239,-0.000034,13190.329835,-11.717092,-0.722755,-0.000000,-66.361061,0.000000,-4.898013,-1.530571,
0.060455,-0.000327,13201.349325,-12.143147,-0.675126,-0.000000,-66.453606,0.000000,-6.584948,1.339687,
-0.031006,-0.000000,13212.368816,-12.162227,-0.664582,0.000000,-66.537125,0.000000,-6.432337,1.035175,
-0.137360,0.000000,13223.388306,-12.137790,-0.676411,0.000000,-66.636909,0.000000,-10.256549,0.842440,
-0.236877,-0.000007,13234.407796,-12.234740,-0.671746,0.000000,-66.722359,0.000000,-12.235353,0.732989,
-0.309143,-0.000225,13245.427286,-12.342167,-0.682164,0.000000,-66.812424,0.000000,-14.534425,0.666520,
-0.344452,0.011227,13256.446777,-12.624330,-0.681944,-0.000000,-66.898949,0.000000,-16.404196,0.871346,
-0.347168,0.000000,13267.466267,-12.571832,-0.648667,-0.000000,-66.994972,0.000000,-25.026163,1.098400,
-0.324799,-0.000005,13278.485757,-13.114647,-0.607164,-0.000000,-67.088257,0.000000,-22.888414,1.508733,
-0.282684,0.000005,13289.505247,-12.442800,-0.650208,-0.000000,-67.178070,0.000000,-17.397522,-1.433199,
-0.225525,-0.020129,13300.524738,-12.333847,-0.403201,0.000000,-67.264595,0.000000,-16.019684,-1.509884,
-0.156464,0.000000,13311.544228,-11.085632,-0.566866,0.000000,-67.359673,0.000000,-14.503204,1.306786,
-0.072540,-0.000000,13322.563718,-11.320005,-0.617066,0.000000,-67.451111,0.000000,-14.707443,1.108489,
0.029449,0.000012,13333.583208,-11.243400,-0.645990,0.000000,-67.538498,0.000000,-16.898375,0.752554,
0.143097,-0.003766,13344.602699,-11.164973,-0.714916,-0.000000,-67.629768,0.000000,-17.978432,0.586281,
0.251984,0.000000,13355.622189,-11.912634,-0.726036,-0.000000,-67.723610,0.000000,-22.815996,1.241088,
0.336823,0.000000,13366.641679,-12.094857,-0.680767,-0.000000,-67.819359,0.000000,-27.268314,-1.079731,
0.385101,0.000018,13377.661169,-12.096565,-0.671746,-0.000000,-67.905220,0.000000,-22.937656,-0.597255,
0.393127,-0.001062,13388.680660,-12.164418,-0.673957,0.000000,-67.992363,0.000000,-17.113989,-0.548291,
0.368774,-0.000000,13399.700150,-11.886732,-0.662411,0.000000,-68.093307,0.000000,-10.083739,-0.699202,
0.328644,0.000000,13410.719640,-11.511332,-0.814818,0.000000,-68.182243,0.000000,-10.096268,-1.194594,
0.289337,0.000011,13421.739130,-12.771801,-0.641042,-0.000000,-68.265854,0.000000,-7.537656,-1.439759,
0.260193,-0.000417,13432.758621,-12.413278,-0.631884,-0.000000,-68.371902,0.000000,-8.781625,0.883810,
0.243408,-0.015337,13443.778111,-12.329006,-0.634805,-0.000000,-68.461548,0.000000,-1.757654,-0.526156,
0.232666,0.000000,13454.797601,-12.271364,-0.644102,-0.000000,-68.555275,0.000000,3.221841,0.020278,
0.216675,0.000002,13465.817091,-12.243292,-0.640578,0.000000,-68.649109,0.000000,-5.522812,0.382330,
0.190735,0.000042,13476.836582,-12.396297,-0.643223,0.000000,-68.737442,0.000000,-8.364443,-0.102313,
0.161774,-0.005085,13487.856072,-12.259899,-0.637777,0.000000,-68.828056,0.000000,-12.257517,0.003620,
0.138641,0.000000,13498.875562,-12.226528,-0.642027,-0.000000,-68.920479,0.000000,-11.755701,0.338887,
0.120819,-0.000000,13509.895052,-12.293715,-0.641465,-0.000000,-69.014816,0.000000,-12.767888,0.198877,
0.098572,0.000027,13520.914543,-12.296696,-0.640744,-0.000000,-69.103607,0.000000,-12.533872,0.226379,
0.064056,-0.000342,13531.934033,-12.308638,-0.641630,-0.000000,-69.205627,0.000000,-11.496270,0.652481,
0.015381,0.000000,13542.953523,-12.244055,-0.637641,0.000000,-69.288155,0.000000,-10.755547,0.260413,
-0.038849,-0.000000,13553.973013,-12.341346,-0.647461,0.000000,-69.391563,0.000000,-6.201008,0.246861,
-0.081207,0.000010,13564.992504,-12.179189,-0.637239,0.000000,-69.474091,0.000000,-3.554596,0.062407,
-0.094482,-0.000030,13576.011994,-12.290914,-0.638451,0.000000,-69.568390,0.000000,4.095014,-0.452711,
-0.072357,0.070475,13587.031484,-12.247118,-0.629590,0.000000,-69.647812,0.000000,1.459803,0.444627,
-0.024841,-0.000000,13598.050975,-12.345064,-0.624736,-0.000000,-69.753830,0.000000,-3.896504,-1.402163,
0.034607,0.000007,13609.070465,-12.410093,-0.627456,-0.000000,-69.845909,0.000000,-16.611664,-1.499768,
0.089691,-0.000017,13620.089955,-12.297890,-0.636062,0.000000,-69.938721,0.000000,-17.945230,0.573377,
0.121796,0.003894,13631.109445,-12.367461,-0.626823,0.000000,-70.023285,0.000000,-13.133297,0.420757,
0.114716,-0.000000,13642.128936,-12.302067,-0.631977,0.000000,-70.125832,0.000000,-11.263857,0.015882,
0.064819,0.000001,13653.148426,-12.351467,-0.608695,-0.000000,-70.206009,0.000000,-6.868805,-0.507934,
-0.017578,-0.000000,13664.167916,-12.604152,-0.596482,-0.000000,-70.308571,0.000000,-7.508422,-1.428615,
-0.117096,0.002405,13675.187406,-14.059030,-0.578571,-0.000000,-70.386696,0.000000,-21.420094,-1.275139,
-0.217377,-0.000000,13686.206897,-10.638173,-0.760763,0.000000,-70.486946,0.000000,-13.934102,-1.217901,
-0.302277,-0.000000,13697.226387,-12.257336,-0.659963,0.000000,-70.578499,0.000000,-15.397928,1.536817,
-0.361359,-0.000004,13708.245877,-12.235677,-0.646115,0.000000,-70.689232,0.000000,-25.786669,-1.522149,
-0.392761,0.000717,13719.265367,-12.260685,-0.645454,0.000000,-70.759758,0.000000,-16.862247,-1.484516,
-0.401489,-0.001274,13730.284858,-12.231242,-0.644967,-0.000000,-70.864403,0.000000,-18.345438,1.212473,
-0.393585,-0.000000,13741.304348,-12.266459,-0.634539,-0.000000,-70.943611,0.000000,-16.141243,1.050133,
-0.372223,-0.000007,13752.323838,-12.313495,-0.631849,-0.000000,-71.051239,0.000000,-20.644960,0.753635,
-0.335266,0.000482,13763.343328,-12.322062,-0.631178,-0.000000,-71.140129,0.000000,-19.349678,-0.363269,
-0.273071,-0.003075,13774.362819,-12.273558,-0.630852,-0.000000,-71.226265,0.000000,-16.597584,0.933357,
-0.180725,-0.000000,13785.382309,-12.433084,-0.634940,0.000000,-71.324097,0.000000,-9.035217,-0.847131,
-0.069244,-0.000002,13796.401799,-12.364793,-0.622967,0.000000,-71.418419,0.000000,-9.388289,1.041466,
0.044281,0.000050,13807.421289,-12.330338,-0.622714,0.000000,-71.513695,0.000000,-10.683674,0.552388,
0.142700,0.002786,13818.440780,-12.408907,-0.619694,-0.000000,-71.592751,0.000000,-12.063350,0.117606,
0.211945,-0.000000,13829.460270,-12.357070,-0.624565,-0.000000,-71.696587,0.000000,-11.536089,-0.015187,
0.244293,-0.000000,13840.479760,-12.423822,-0.618264,-0.000000,-71.786949,0.000000,-10.774817,-0.320030,
0.245270,-0.000012,13851.499250,-12.429064,-0.616711,-0.000000,-71.884392,0.000000,-9.295899,0.909902,
0.229889,0.000662,13862.518741,-12.407883,-0.616780,0.000000,-71.973091,0.000000,-4.036128,-1.477019,
0.212891,-0.000000,13873.538231,-12.354834,-0.615138,0.000000,-72.065750,0.000000,-5.498842,-0.521156,
0.200439,0.000000,13884.557721,-12.373141,-0.619285,0.000000,-72.157013,0.000000,-8.432956,-1.052630,
0.190491,-0.000008,13895.577211,-12.443916,-0.618575,0.000000,-72.250015,0.000000,-10.435214,-1.385773,
0.175964,0.000148,13906.596702,-12.357223,-0.613562,0.000000,-72.354309,0.000000,-11.265245,1.555533,
0.151062,0.016585,13917.616192,-12.392850,-0.606871,-0.000000,-72.441521,0.000000,-16.257101,1.135504,
0.118134,0.000000,13928.635682,-12.430711,-0.607949,-0.000000,-72.529755,0.000000,-17.628036,1.368887,
0.088562,-0.000006,13939.655172,-12.455072,-0.610273,-0.000000,-72.638466,0.000000,-18.085308,-1.310422,
0.068390,0.000085,13950.674663,-12.382349,-0.611470,-0.000000,-72.722107,0.000000,-17.175211,1.281032,
0.049438,0.001114,13961.694153,-12.347500,-0.616310,0.000000,-72.805420,0.000000,-19.018532,-1.238234,
0.018372,0.000000,13972.713643,-12.459983,-0.606990,0.000000,-72.905518,0.000000,-21.653503,1.401078,
-0.029114,-0.000001,13983.733133,-12.394979,-0.630670,-0.000000,-73.018616,0.000000,-18.426649,-1.455976,
-0.087128,0.000002,13994.752624,-12.389148,-0.609942,-0.000000,-73.120903,0.000000,-13.300430,-1.417868,
-0.144470,-0.000937,14005.772114,-12.460608,-0.610769,-0.000000,-73.195999,0.000000,-27.824846,-1.454498,
-0.188019,0.000000,14016.791604,-12.486199,-0.610088,-0.000000,-73.285294,0.000000,-16.727108,-0.635164,
-0.205200,-0.000000,14027.811094,-12.454530,-0.603410,-0.000000,-73.393646,0.000000,-14.590135,-1.141943,
-0.187195,-0.000002,14038.830585,-12.440880,-0.605337,0.000000,-73.493393,0.000000,-14.637641,-1.438993,
-0.135040,-0.000275,14049.850075,-12.455561,-0.599012,0.000000,-73.580284,0.000000,-16.771727,-0.330483,
-0.060089,-0.031300,14060.869565,-12.394637,-0.599800,0.000000,-73.663177,0.000000,-6.706563,-1.205990,
